environment,safe,cf_mode,row_id,y_factual,y_cf_mean,causal_effect_mean,target_agent,cf_agent,n_samples
financial_article_writing,True,baseline,56,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,True,baseline,57,1.0,0.0,-1.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,True,baseline,58,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,True,baseline,59,0.0,1.0,1.0,WRITER,RESEARCHER,1
financial_article_writing,True,baseline,60,0.0,0.0,0.0,WRITER,RESEARCHER,1
financial_article_writing,True,baseline,61,1.0,0.0,-1.0,WRITER,RESEARCHER,1
financial_article_writing,True,baseline,62,0.0,0.0,0.0,WRITER,RESEARCHER,1
financial_article_writing,True,baseline,63,0.0,0.0,0.0,WRITER,RESEARCHER,1
financial_article_writing,True,baseline,64,0.0,0.0,0.0,WRITER,RESEARCHER,1
financial_article_writing,True,baseline,65,0.0,0.0,0.0,WRITER,RESEARCHER,1
multi_agent_debate,False,baseline,0,0.0,0.0,0.0,ANSWER,agent_0,1
multi_agent_debate,False,baseline,1,0.0,0.0,0.0,ANSWER,agent_0,1
multi_agent_debate,False,baseline,2,0.0,0.0,0.0,ANSWER,agent_0,1
multi_agent_debate,False,baseline,3,1.0,1.0,0.0,ANSWER,agent_0,1
multi_agent_debate,False,baseline,4,0.0,0.0,0.0,ANSWER,agent_0,1
multi_agent_debate,False,baseline,5,0.0,0.0,0.0,ANSWER,agent_0,1
multi_agent_debate,False,baseline,6,0.0,0.0,0.0,ANSWER,agent_0,1
multi_agent_debate,False,baseline,7,0.0,0.0,0.0,ANSWER,agent_0,1
multi_agent_debate,False,baseline,8,0.0,0.0,0.0,CONTAINS,agent_0,1
multi_agent_debate,False,baseline,9,0.0,0.0,0.0,CONTAINS,agent_0,1
multi_agent_debate,False,baseline,10,0.0,0.0,0.0,CONTAINS,agent_0,1
multi_agent_debate,False,baseline,11,0.0,0.0,0.0,ANSWER,agent_0,1
multi_agent_debate,False,baseline,12,1.0,1.0,0.0,ANSWER,agent_0,1
multi_agent_debate,False,baseline,13,1.0,1.0,0.0,ANSWER,agent_0,1
multi_agent_debate,False,baseline,14,1.0,1.0,0.0,ANSWER,agent_0,1
multi_agent_debate,False,baseline,15,1.0,1.0,0.0,ANSWER,agent_0,1
multi_agent_debate,False,baseline,16,1.0,1.0,0.0,ANSWER,agent_0,1
multi_agent_debate,False,baseline,17,0.0,0.0,0.0,CONTAINS,agent_0,1
multi_agent_debate,False,replay,0,0.0,0.0,0.0,ANSWER,agent_0,1
multi_agent_debate,False,replay,1,0.0,0.0,0.0,ANSWER,agent_0,1
multi_agent_debate,False,replay,2,0.0,0.0,0.0,ANSWER,agent_0,1
multi_agent_debate,False,replay,3,1.0,1.0,0.0,ANSWER,agent_0,1
multi_agent_debate,False,replay,4,0.0,0.0,0.0,ANSWER,agent_0,1
multi_agent_debate,False,replay,5,0.0,0.0,0.0,ANSWER,agent_0,1
multi_agent_debate,False,replay,6,0.0,0.0,0.0,ANSWER,agent_0,1
multi_agent_debate,False,replay,7,0.0,0.0,0.0,ANSWER,agent_0,1
multi_agent_debate,False,replay,8,0.0,0.0,0.0,CONTAINS,agent_0,1
multi_agent_debate,False,replay,9,0.0,0.0,0.0,CONTAINS,agent_0,1
multi_agent_debate,False,replay,10,0.0,0.0,0.0,CONTAINS,agent_0,1
multi_agent_debate,False,replay,11,0.0,0.0,0.0,ANSWER,agent_0,1
multi_agent_debate,False,replay,12,1.0,1.0,0.0,ANSWER,agent_0,1
multi_agent_debate,False,replay,13,1.0,1.0,0.0,ANSWER,agent_0,1
multi_agent_debate,False,replay,14,1.0,1.0,0.0,ANSWER,agent_0,1
multi_agent_debate,False,replay,15,1.0,1.0,0.0,ANSWER,agent_0,1
multi_agent_debate,False,replay,16,1.0,1.0,0.0,ANSWER,agent_0,1
multi_agent_debate,False,replay,17,0.0,0.0,0.0,CONTAINS,agent_0,1
multi_agent_debate,True,baseline,0,0.0,0.0,0.0,ANSWER,agent_0,1
multi_agent_debate,True,baseline,1,0.0,0.0,0.0,ANSWER,agent_0,1
multi_agent_debate,True,baseline,2,0.0,0.0,0.0,ANSWER,agent_0,1
multi_agent_debate,True,baseline,3,1.0,1.0,0.0,ANSWER,agent_0,1
multi_agent_debate,True,baseline,4,0.0,0.0,0.0,ANSWER,agent_0,1
multi_agent_debate,True,baseline,5,0.0,0.0,0.0,ANSWER,agent_0,1
multi_agent_debate,True,baseline,6,0.0,0.0,0.0,ANSWER,agent_0,1
multi_agent_debate,True,baseline,7,0.0,0.0,0.0,ANSWER,agent_0,1
multi_agent_debate,True,baseline,8,0.0,0.0,0.0,CONTAINS,agent_0,1
multi_agent_debate,True,baseline,9,0.0,0.0,0.0,CONTAINS,agent_0,1
multi_agent_debate,True,baseline,10,0.0,0.0,0.0,CONTAINS,agent_0,1
multi_agent_debate,True,baseline,11,0.0,0.0,0.0,ANSWER,agent_0,1
multi_agent_debate,True,baseline,12,1.0,1.0,0.0,ANSWER,agent_0,1
multi_agent_debate,True,baseline,13,1.0,1.0,0.0,ANSWER,agent_0,1
multi_agent_debate,True,baseline,14,1.0,1.0,0.0,ANSWER,agent_0,1
multi_agent_debate,True,baseline,15,1.0,1.0,0.0,ANSWER,agent_0,1
multi_agent_debate,True,baseline,16,1.0,1.0,0.0,ANSWER,agent_0,1
multi_agent_debate,True,baseline,17,0.0,0.0,0.0,CONTAINS,agent_0,1
multi_agent_debate,True,replay,0,0.0,0.0,0.0,ANSWER,agent_0,1
multi_agent_debate,True,replay,1,0.0,0.0,0.0,ANSWER,agent_0,1
multi_agent_debate,True,replay,2,0.0,0.0,0.0,ANSWER,agent_0,1
multi_agent_debate,True,replay,3,1.0,1.0,0.0,ANSWER,agent_0,1
multi_agent_debate,True,replay,4,0.0,0.0,0.0,ANSWER,agent_0,1
multi_agent_debate,True,replay,5,0.0,0.0,0.0,ANSWER,agent_0,1
multi_agent_debate,True,replay,6,0.0,0.0,0.0,ANSWER,agent_0,1
multi_agent_debate,True,replay,7,0.0,0.0,0.0,ANSWER,agent_0,1
multi_agent_debate,True,replay,8,0.0,0.0,0.0,CONTAINS,agent_0,1
multi_agent_debate,True,replay,9,0.0,0.0,0.0,CONTAINS,agent_0,1
multi_agent_debate,True,replay,10,0.0,0.0,0.0,CONTAINS,agent_0,1
multi_agent_debate,True,replay,11,0.0,0.0,0.0,ANSWER,agent_0,1
multi_agent_debate,True,replay,12,1.0,1.0,0.0,ANSWER,agent_0,1
multi_agent_debate,True,replay,13,1.0,1.0,0.0,ANSWER,agent_0,1
multi_agent_debate,True,replay,14,1.0,1.0,0.0,ANSWER,agent_0,1
multi_agent_debate,True,replay,15,1.0,1.0,0.0,ANSWER,agent_0,1
multi_agent_debate,True,replay,16,1.0,1.0,0.0,ANSWER,agent_0,1
multi_agent_debate,True,replay,17,0.0,0.0,0.0,CONTAINS,agent_0,1
travel_planning,False,baseline,0,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,1,1.0,1.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,2,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,3,1.0,0.0,-1.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,4,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,5,1.0,1.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,6,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,7,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,8,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,9,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,10,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,11,1.0,1.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,12,1.0,1.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,13,1.0,1.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,14,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,15,1.0,1.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,16,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,17,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,18,1.0,1.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,19,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,20,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,22,1.0,0.0,-1.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,23,0.0,1.0,1.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,24,0.0,0.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,25,1.0,0.0,-1.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,26,0.0,0.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,27,1.0,1.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,30,0.0,1.0,1.0,WEATHER_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,31,0.0,0.0,0.0,WEATHER_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,32,0.0,0.0,0.0,WEATHER_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,36,1.0,1.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,37,0.0,0.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,38,0.0,0.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,39,1.0,1.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,40,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,41,1.0,1.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,42,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,43,1.0,0.0,-1.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,47,1.0,1.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,False,baseline,48,1.0,0.0,-1.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,0,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,1,1.0,1.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,2,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,3,1.0,1.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,4,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,5,1.0,1.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,6,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,7,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,8,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,9,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,10,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,11,1.0,1.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,12,1.0,1.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,13,1.0,1.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,14,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,15,1.0,1.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,16,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,17,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,18,1.0,1.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,19,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,20,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,22,1.0,1.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,23,0.0,0.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,24,0.0,0.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,25,1.0,1.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,26,0.0,0.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,27,1.0,1.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,30,0.0,0.0,0.0,WEATHER_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,31,0.0,0.0,0.0,WEATHER_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,32,0.0,0.0,0.0,WEATHER_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,36,1.0,1.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,37,0.0,0.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,38,0.0,0.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,39,1.0,1.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,40,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,41,1.0,1.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,42,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,43,1.0,1.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,47,1.0,1.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,False,replay,48,1.0,1.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,0,1.0,0.0,-1.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,1,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,2,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,3,1.0,0.0,-1.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,4,0.0,1.0,1.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,5,1.0,1.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,6,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,7,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,8,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,9,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,10,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,11,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,12,1.0,1.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,13,1.0,0.0,-1.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,14,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,15,0.0,1.0,1.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,16,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,17,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,18,1.0,0.0,-1.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,19,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,20,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,22,1.0,0.0,-1.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,23,0.0,1.0,1.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,24,0.0,0.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,25,1.0,1.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,26,0.0,0.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,27,1.0,1.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,30,0.0,1.0,1.0,WEATHER_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,31,0.0,0.0,0.0,WEATHER_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,32,0.0,0.0,0.0,WEATHER_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,36,1.0,1.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,37,0.0,0.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,38,0.0,0.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,39,0.0,0.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,40,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,41,1.0,1.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,42,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,43,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,47,1.0,0.0,-1.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,True,baseline,48,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,0,1.0,1.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,1,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,2,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,3,1.0,1.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,4,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,5,1.0,1.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,6,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,7,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,8,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,9,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,10,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,11,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,12,1.0,1.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,13,1.0,1.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,14,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,15,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,16,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,17,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,18,1.0,1.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,19,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,20,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,22,1.0,1.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,23,0.0,0.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,24,0.0,0.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,25,1.0,1.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,26,0.0,0.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,27,1.0,1.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,30,0.0,0.0,0.0,WEATHER_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,31,0.0,0.0,0.0,WEATHER_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,32,0.0,0.0,0.0,WEATHER_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,36,1.0,1.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,37,0.0,0.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,38,0.0,0.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,39,0.0,0.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,40,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,41,1.0,1.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,42,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,43,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,47,1.0,1.0,0.0,TICKETING_AGENT,PLANNER_AGENT,1
travel_planning,True,replay,48,0.0,0.0,0.0,MESSAGING_AGENT,PLANNER_AGENT,1
